idx,player_name,player_pics,teams
116,B. Peacock-Farrell,https://cdn.sofifa.com/players/229/091/22_60.png,"{' Sheffield Wednesday', ' Burnley', ' Leeds United', ' Northern Ireland'}"
109,D. Subašić,https://cdn.sofifa.com/players/192/593/22_60.png,"{' Hajduk Split', ' Monaco', ' Croatia'}"
107,20 J. Herrera,https://cdn.sofifa.com/players/174/542/20_60.png,"{' Everton', ' Universidad Chile', ' Chile'}"
115,V. Hladký,https://cdn.sofifa.com/players/202/617/22_60.png,"{' St. Mirren', ' Zbrojovka Brno', ' Salford City', ' Ipswich Town'}"
117,A. McCarthy,https://cdn.sofifa.com/players/189/324/22_60.png,"{' Southampton', ' Reading', ' Ipswich Town', ' Queens Park Rangers', ' Aldershot Town', ' Crystal Palace', ' Yeovil Town', ' England'}"
118,J. Rinne,https://cdn.sofifa.com/players/221/584/22_60.png,"{' AaB', ' Örebro', ' Al Fateh', ' Sweden', ' Gent'}"
120,21 A. Lindegaard,https://cdn.sofifa.com/players/135/043/21_60.png,"{' Manchester United', ' Aalesund', ' OB', ' Preston North End', ' West Bromwich Albion', ' Helsingborg', ' Burnley', ' Denmark'}"
127,Matheus,https://cdn.sofifa.com/players/208/104/22_60.png,"{' Sporting Braga', ' América Mineiro'}"
123,S. Sirigu,https://cdn.sofifa.com/players/168/435/22_60.png,"{' Paris Saint Germain', ' Italy', ' Ancona', ' Sevilla', ' Genoa', ' Torino', ' Osasuna', ' Napoli', ' Palermo'}"
131,K. Trapp,https://cdn.sofifa.com/players/188/943/22_60.png,"{' Eintracht Frankfurt', ' Kaiserslautern', ' Paris Saint Germain', ' Germany'}"
125,Yan Junling,https://cdn.sofifa.com/players/224/599/22_60.png,"{' China PR', ' Shanghai SIPG'}"
119,T. Krul,https://cdn.sofifa.com/players/170/597/22_60.png,"{' Brighton & Hove Albion', ' Netherlands', ' Newcastle United', ' AZ', ' Norwich City', ' Falkirk', ' Ajax'}"
124,S. Johnstone,https://cdn.sofifa.com/players/206/075/22_60.png,"{' Manchester United', ' Walsall', ' Aston Villa', ' Preston North End', ' West Bromwich Albion', ' Crystal Palace', ' Doncaster Rovers', ' Yeovil Town', ' England'}"
132,D. Bouzanis,https://cdn.sofifa.com/players/181/468/22_60.png,"{' Reading', ' Accrington Stanley', ' PEC Zwolle', ' Oldham Athletic', ' Sutton United', ' Carlisle United', ' Liverpool', ' Melbourne City', ' Western Sydney Wanderers'}"
126,A. Gomis,https://cdn.sofifa.com/players/201/976/22_60.png,"{' Avellino', ' Crotone', ' Rennes', ' Cesena', ' SPAL', ' Salernitana', ' Dijon', ' Torino', ' Bologna'}"
121,L. García,https://cdn.sofifa.com/players/211/033/22_60.png,"{' Toluca', ' Chiapas', ' Querétaro'}"
130,21 Denis,https://cdn.sofifa.com/players/182/087/21_60.png,"{' Gil Vicente', ' Ponte Preta', ' São Paulo'}"
122,I. Akinfeev,https://cdn.sofifa.com/players/148/119/22_60.png,"{' CSKA Moskva', ' Russia'}"
129,21 M. El Shenawy,https://cdn.sofifa.com/players/228/182/21_60.png,{' Egypt'}
128,21 K. Westwood,https://cdn.sofifa.com/players/172/939/21_60.png,"{' Sheffield Wednesday', ' Sunderland', ' Queens Park Rangers', ' Coventry City', ' Republic of Ireland', ' Carlisle United'}"
134,L. Acosta,https://cdn.sofifa.com/players/220/624/22_60.png,"{' Sarmiento', ' Lanús', ' Belgrano'}"
138,S. Johnson,https://cdn.sofifa.com/players/190/780/22_60.png,"{' Chicago Fire', ' New York City', ' United States'}"
137,S. Rossbach,https://cdn.sofifa.com/players/213/729/22_60.png,"{' Vålerenga', ' Odd', ' Norway'}"
135,T. Melia,https://cdn.sofifa.com/players/200/463/22_60.png,"{' Chivas USA', ' Real Salt Lake', ' Sporting KC'}"
136,M. Silvestri,https://cdn.sofifa.com/players/190/745/22_60.png,"{' Padova', ' Chievo', ' Leeds United', ' Cagliari', ' Udinese', ' Hellas Verona', ' Modena'}"
133,S. Bolat,https://cdn.sofifa.com/players/162/220/22_60.png,"{' Westerlo', ' Standard Liège', ' Turkey', ' Arouca', ' Genk', ' Nacional', ' Galatasaray', ' Antwerp', ' Porto', ' Club Brugge', ' Gent'}"
139,P. Gallese,https://cdn.sofifa.com/players/225/701/22_60.png,"{' Veracruz', ' Peru', ' Orlando City'}"
142,A. Lafont,https://cdn.sofifa.com/players/231/691/22_60.png,"{' Nantes', ' Fiorentina', ' Toulouse'}"
140,Manolo Reina,https://cdn.sofifa.com/players/173/178/22_60.png,"{' Mallorca', ' Gimnàstic Tarragona', ' Málaga', ' FC Cartagena', ' Levante'}"
143,W. Yarbrough,https://cdn.sofifa.com/players/186/998/22_60.png,"{' Colorado Rapids', ' León', ' United States'}"
141,P. Jensen,https://cdn.sofifa.com/players/231/237/22_60.png,"{' Nordsjælland', ' AZ'}"
145,J. Bijlow,https://cdn.sofifa.com/players/232/229/22_60.png,"{' Feyenoord', ' Netherlands'}"
146,M. Sels,https://cdn.sofifa.com/players/199/641/22_60.png,"{' Anderlecht', ' Newcastle United', ' Belgium', ' Strasbourg', ' Lierse', ' Gent'}"
144,17 Victor Valdés,https://cdn.sofifa.com/players/106/573/17_60.png,"{' Manchester United', ' Standard Liège', ' Spain', ' Middlesbrough', ' FC Barcelona'}"
147,Herrerín,https://cdn.sofifa.com/players/193/152/22_60.png,"{' Leganés', ' Atlético Madrid', ' Al Raed', ' Athletic Club', ' Valencia', ' Numancia'}"
148,Robert Sanchéz,https://cdn.sofifa.com/players/228/789/22_60.png,"{' Brighton & Hove Albion', ' Forest Green Rovers', ' Spain', ' Rochdale'}"
149,S. Dioudis,https://cdn.sofifa.com/players/207/683/22_60.png,"{' Greece', ' Panathinaikos', ' Club Brugge'}"
151,J. Hart,https://cdn.sofifa.com/players/150/724/22_60.png,"{' Celtic', ' Tottenham Hotspur', ' West Ham United', ' Torino', ' Burnley', ' Birmingham City', ' Manchester City', ' England'}"
152,A. Oukidja,https://cdn.sofifa.com/players/176/772/22_60.png,"{' Metz', ' Strasbourg', ' Lille'}"
155,B. Drągowski,https://cdn.sofifa.com/players/215/502/22_60.png,"{' Spezia', ' Fiorentina', ' Poland', ' Jagiellonia Białystok', ' Empoli'}"
157,Bracali,https://cdn.sofifa.com/players/178/571/22_60.png,"{' Boavista', ' Olhanense', ' Arouca', ' Nacional', ' Porto'}"
150,21 Gu Chao,https://cdn.sofifa.com/players/222/342/21_60.png,"{' Jiangsu Suning', ' China PR', ' Hangzhou'}"
154,José Sá,https://cdn.sofifa.com/players/212/442/22_60.png,"{' Olympiakos Piraeus', ' Marítimo', ' Wolverhampton Wanderers', ' Portugal', ' Porto'}"
156,A. Aguilar,https://cdn.sofifa.com/players/228/231/22_60.png,"{' Paraguay', ' Olimpia'}"
159,S. Kritsyuk,https://cdn.sofifa.com/players/213/150/22_60.png,"{' Gil Vicente', ' Rio Ave', ' Belenenses', ' Krasnodar', ' Russia', ' Sporting Braga'}"
160,A. Cragno,https://cdn.sofifa.com/players/205/659/22_60.png,"{' Virtus Lanciano', ' Italy', ' Cagliari', ' Monza', ' Benevento', ' Brescia'}"
161,Simão Donatinho,https://cdn.sofifa.com/players/230/165/22_60.png,"{' Internacional', ' Athletico PR', ' América Mineiro', ' Atlético Mineiro', ' Corinthians', ' Cruzeiro'}"
162,K. Nordfeldt,https://cdn.sofifa.com/players/192/129/22_60.png,"{' AIK', ' Swansea City', ' Sweden', ' Gençlerbirliği', ' SC Heerenveen', ' Brommapojkarna'}"
